method,uri,controller,action,middleware_permission,module_gate,controller_check_permissions,classification,notes
GET|HEAD,/api/v1/roles/{id},App\Modules\Identity\Presentation\Controllers\RoleController,show,,,,AUTH_ONLY,
PATCH,/api/v1/roles/{id},App\Modules\Identity\Presentation\Controllers\RoleController,update,,,formrequest[UpdateRoleRequest]:CHECK:roles.manage,FORMREQUEST,
DELETE,/api/v1/roles/{id},App\Modules\Identity\Presentation\Controllers\RoleController,destroy,,,formrequest[DeleteRoleRequest]:CHECK:roles.manage,FORMREQUEST,
GET|HEAD,/api/v1/permissions,App\Modules\Identity\Presentation\Controllers\RoleController,permissions,,,,AUTH_ONLY,
GET|HEAD,/api/v1/users,App\Modules\Identity\Presentation\Controllers\UserController,index,,,"controller:users.view,users.manage_location_access",CONTROLLER,
POST,/api/v1/users,App\Modules\Identity\Presentation\Controllers\UserController,store,,,"formrequest[CreateUserRequest]:CHECK:users.create,users.manage_location_access",FORMREQUEST,
GET|HEAD,/api/v1/users/{id},App\Modules\Identity\Presentation\Controllers\UserController,show,,,controller:users.view,CONTROLLER,
PATCH,/api/v1/users/{id},App\Modules\Identity\Presentation\Controllers\UserController,update,,,"formrequest[UpdateUserRequest]:CHECK:users.update,users.manage_location_access",FORMREQUEST,
DELETE,/api/v1/users/{id},App\Modules\Identity\Presentation\Controllers\UserController,destroy,,,controller:users.delete,CONTROLLER,
POST,/api/v1/users/{id}/activate,App\Modules\Identity\Presentation\Controllers\UserController,activate,,,controller:users.update,CONTROLLER,
POST,/api/v1/users/{id}/deactivate,App\Modules\Identity\Presentation\Controllers\UserController,deactivate,,,controller:users.update,CONTROLLER,
POST,/api/v1/users/{id}/reset-password,App\Modules\Identity\Presentation\Controllers\UserController,resetPassword,,,controller:users.update,CONTROLLER,
PATCH,/api/v1/users/{id}/pos-pin,App\Modules\Identity\Presentation\Controllers\UserController,setPosPin,,,controller:users.update,CONTROLLER,
GET|HEAD,/api/v1/users/{userId}/roles,App\Modules\Identity\Presentation\Controllers\RoleController,userRoles,,,,AUTH_ONLY,
POST,/api/v1/users/{userId}/roles,App\Modules\Identity\Presentation\Controllers\RoleController,assignRole,,,formrequest[AssignRoleRequest]:CHECK:users.assign-roles,FORMREQUEST,
DELETE,/api/v1/users/{userId}/roles,App\Modules\Identity\Presentation\Controllers\RoleController,removeRole,,,formrequest[AssignRoleRequest]:CHECK:users.assign-roles,FORMREQUEST,
POST,/api/v1/webhooks/syneriva,App\Modules\PlatformIntegration\Presentation\Controllers\EnrichmentWebhookController,__invoke,,,,PUBLIC,webhook with signature-verification middleware: App\Modules\PlatformIntegration\Infrastructure\Middleware\VerifySynerivaWebhookSignature
POST,/api/v1/platform/barcode-lookup,App\Modules\PlatformIntegration\Presentation\Controllers\BarcodeLookupController,__invoke,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/manufacturers,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,manufacturers,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/manufacturers/{manufacturerId}/model-series,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,modelSeries,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/model-series/{modelSeriesId}/vehicles,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,vehicles,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/vehicles/{vehicleType}/{vehicleId},App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,vehicle,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/vehicles/{vehicleType}/{vehicleId}/articles,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,vehicleArticles,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/articles/cross-reference,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,crossReferenceSearch,,,,AUTH_ONLY,
GET|POST|HEAD,/api/v1/platform/catalog/articles/search-by-criteria,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,searchByCriteria,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/articles,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,searchArticles,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/articles/{articleId},App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,article,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/articles/{articleId}/linkages,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,articleLinkages,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/criteria,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,criteria,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/suppliers,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,suppliers,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/search-tree/roots,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,searchTreeRoots,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/search-tree/{nodeId}/children,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,searchTreeChildren,,,,AUTH_ONLY,
GET|HEAD,/api/v1/platform/catalog/search-tree/{nodeId}/articles,App\Modules\PlatformIntegration\Presentation\Controllers\CatalogBrowseController,searchTreeArticles,,,,AUTH_ONLY,
POST,/api/v1/platform/vin-decode,App\Modules\PlatformIntegration\Presentation\Controllers\VinDecodeController,decode,,,,AUTH_ONLY,
POST,/api/v1/platform/vin-decode/confirm-match,App\Modules\PlatformIntegration\Presentation\Controllers\VinDecodeController,confirmMatch,,,,AUTH_ONLY,
POST,/api/v1/platform/submit-for-enrichment,App\Modules\PlatformIntegration\Presentation\Controllers\ProductSubmissionController,__invoke,,,controller:enrichment.submit,CONTROLLER,
POST,/api/v1/platform/upload-url,App\Modules\PlatformIntegration\Presentation\Controllers\PhotoUploadUrlController,__invoke,,,controller:enrichment.submit,CONTROLLER,
GET|HEAD,/api/v1/vehicles,App\Modules\Vehicle\Presentation\Controllers\VehicleController,index,vehicles.view,Vehicle,,MIDDLEWARE,
GET|HEAD,/api/v1/vehicles/{vehicle},App\Modules\Vehicle\Presentation\Controllers\VehicleController,show,vehicles.view,Vehicle,,MIDDLEWARE,
POST,/api/v1/vehicles,App\Modules\Vehicle\Presentation\Controllers\VehicleController,store,vehicles.create,Vehicle,formrequest[CreateVehicleRequest]:OPEN(returns true),MIDDLEWARE,
PATCH,/api/v1/vehicles/{vehicle},App\Modules\Vehicle\Presentation\Controllers\VehicleController,update,vehicles.update,Vehicle,formrequest[UpdateVehicleRequest]:OPEN(returns true),MIDDLEWARE,
DELETE,/api/v1/vehicles/{vehicle},App\Modules\Vehicle\Presentation\Controllers\VehicleController,destroy,vehicles.delete,Vehicle,,MIDDLEWARE,
GET|HEAD,/api/v1/vehicles/{vehicle}/ownerships,App\Modules\Vehicle\Presentation\Controllers\VehicleOwnershipController,index,vehicles.view,Vehicle,,MIDDLEWARE,
POST,/api/v1/vehicles/{vehicle}/ownerships,App\Modules\Vehicle\Presentation\Controllers\VehicleOwnershipController,store,vehicles.manage_ownership,Vehicle,formrequest[TransferVehicleOwnershipRequest]:CHECK:vehicles.manage_ownership,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/vehicles/{vehicle}/mileage,App\Modules\Vehicle\Presentation\Controllers\VehicleMileageController,index,vehicles.view,Vehicle,,MIDDLEWARE,
POST,/api/v1/vehicles/{vehicle}/mileage,App\Modules\Vehicle\Presentation\Controllers\VehicleMileageController,store,vehicles.log_mileage,Vehicle,formrequest[LogVehicleMileageRequest]:CHECK:vehicles.log_mileage,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/partners/{partner}/vehicles,App\Modules\Vehicle\Presentation\Controllers\PartnerVehiclesController,index,vehicles.view,Vehicle,,MIDDLEWARE,
GET|HEAD,/api/v1/storefront/{company_id}/availability,App\Modules\Scheduling\Presentation\Controllers\StorefrontAvailabilityController,index,,,,PUBLIC,
POST,/api/v1/storefront/{company_id}/appointments,App\Modules\Scheduling\Presentation\Controllers\StorefrontBookingController,store,,,formrequest[BookAppointmentStorefrontRequest]:CHECK(non-permission-string),PUBLIC,
GET|HEAD,/api/v1/scheduling/bays,App\Modules\Scheduling\Presentation\Controllers\BayController,index,,Workshop,controller:scheduling.bays.view,CONTROLLER,
POST,/api/v1/scheduling/bays,App\Modules\Scheduling\Presentation\Controllers\BayController,store,,Workshop,formrequest[StoreBayRequest]:CHECK:scheduling.bays.manage,FORMREQUEST,
GET|HEAD,/api/v1/scheduling/bays/{id},App\Modules\Scheduling\Presentation\Controllers\BayController,show,,Workshop,controller:scheduling.bays.view,CONTROLLER,
PATCH,/api/v1/scheduling/bays/{id},App\Modules\Scheduling\Presentation\Controllers\BayController,update,,Workshop,formrequest[UpdateBayRequest]:CHECK:scheduling.bays.manage,FORMREQUEST,
DELETE,/api/v1/scheduling/bays/{id},App\Modules\Scheduling\Presentation\Controllers\BayController,destroy,,Workshop,controller:scheduling.bays.manage,CONTROLLER,
GET|HEAD,/api/v1/scheduling/config/{locationId},App\Modules\Scheduling\Presentation\Controllers\ScheduleConfigController,show,,Workshop,controller:scheduling.bays.view,CONTROLLER,
PATCH,/api/v1/scheduling/config/{locationId},App\Modules\Scheduling\Presentation\Controllers\ScheduleConfigController,update,,Workshop,formrequest[UpdateScheduleConfigRequest]:CHECK:scheduling.bays.manage,FORMREQUEST,
GET|HEAD,/api/v1/scheduling/appointments,App\Modules\Scheduling\Presentation\Controllers\AppointmentController,index,,Workshop,controller:scheduling.appointments.view,CONTROLLER,
POST,/api/v1/scheduling/appointments,App\Modules\Scheduling\Presentation\Controllers\AppointmentController,store,,Workshop,formrequest[StoreAppointmentRequest]:CHECK:scheduling.appointments.create,FORMREQUEST,
GET|HEAD,/api/v1/scheduling/appointments/{id},App\Modules\Scheduling\Presentation\Controllers\AppointmentController,show,,Workshop,controller:scheduling.appointments.view,CONTROLLER,
PATCH,/api/v1/scheduling/appointments/{id},App\Modules\Scheduling\Presentation\Controllers\AppointmentController,update,,Workshop,formrequest[UpdateAppointmentRequest]:CHECK:scheduling.appointments.update,FORMREQUEST,
DELETE,/api/v1/scheduling/appointments/{id},App\Modules\Scheduling\Presentation\Controllers\AppointmentController,destroy,,Workshop,controller:scheduling.appointments.cancel,CONTROLLER,
POST,/api/v1/scheduling/appointments/{id}/confirm,App\Modules\Scheduling\Presentation\Controllers\AppointmentTransitionController,confirm,,Workshop,controller:scheduling.appointments.update,CONTROLLER,
POST,/api/v1/scheduling/appointments/{id}/reschedule,App\Modules\Scheduling\Presentation\Controllers\AppointmentTransitionController,reschedule,,Workshop,formrequest[RescheduleAppointmentRequest]:CHECK:scheduling.appointments.update,FORMREQUEST,
POST,/api/v1/scheduling/appointments/{id}/check-in,App\Modules\Scheduling\Presentation\Controllers\AppointmentTransitionController,checkIn,,Workshop,formrequest[CheckInAppointmentRequest]:CHECK:scheduling.appointments.update,FORMREQUEST,
POST,/api/v1/scheduling/appointments/{id}/cancel,App\Modules\Scheduling\Presentation\Controllers\AppointmentTransitionController,cancel,,Workshop,formrequest[CancelAppointmentRequest]:CHECK:scheduling.appointments.cancel,FORMREQUEST,
POST,/api/v1/scheduling/appointments/{id}/convert,App\Modules\Scheduling\Presentation\Controllers\AppointmentConversionController,convert,,Workshop,controller:scheduling.appointments.convert,CONTROLLER,
GET|HEAD,/api/v1/scheduling/calendar/day,App\Modules\Scheduling\Presentation\Controllers\CalendarController,day,,Workshop,,AUTH_ONLY,
GET|HEAD,/api/v1/scheduling/calendar/week,App\Modules\Scheduling\Presentation\Controllers\CalendarController,week,,Workshop,,AUTH_ONLY,
GET|HEAD,/api/v1/scheduling/calendar/month,App\Modules\Scheduling\Presentation\Controllers\CalendarController,month,,Workshop,,AUTH_ONLY,
GET|HEAD,/api/v1/scheduling/calendar/free-slots,App\Modules\Scheduling\Presentation\Controllers\CalendarController,freeSlots,,Workshop,,AUTH_ONLY,
POST,/api/v1/pos/sync/fiscal-events,App\Modules\Fiscal\Presentation\Controllers\FiscalEventIngestionController,store,pos.operate_terminal,,formrequest[IngestFiscalEventsRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/fiscal/quarantine/{id}/best-effort-parse,App\Modules\Fiscal\Presentation\Controllers\QuarantineBestEffortParseController,store,fiscal.events.resolve_quarantine,,,MIDDLEWARE,
POST,/api/v1/fiscal/events/{id}/resolve-parse-failure,App\Modules\Fiscal\Presentation\Controllers\ParseFailureResolutionController,store,fiscal.events.resolve_quarantine,,,MIDDLEWARE,
POST,/api/v1/fiscal/quarantine/{id}/resolve-incident,App\Modules\Fiscal\Presentation\Controllers\QuarantineIncidentResolutionController,store,fiscal.events.resolve_quarantine,,,MIDDLEWARE,
POST,/api/v1/fiscal/refund-compensations,App\Modules\Fiscal\Presentation\Controllers\RefundCompensationController,store,fiscal.refunds.manage_dead_letters,,formrequest[RefundCompensationRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/fiscal/dead-lettered-projections,App\Modules\Fiscal\Presentation\Controllers\DeadLetteredProjectionsController,index,fiscal.refunds.manage_dead_letters,,,MIDDLEWARE,
GET|HEAD,/api/v1/fiscal/dead-lettered-projections/{fiscalEventId},App\Modules\Fiscal\Presentation\Controllers\DeadLetteredProjectionsController,show,fiscal.refunds.manage_dead_letters,,,MIDDLEWARE,
GET|HEAD,/api/v1/batches/expiring,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,expiring,,BatchExpiry,,AUTH_ONLY,
GET|HEAD,/api/v1/batches/expired,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,expired,,BatchExpiry,,AUTH_ONLY,
POST,/api/v1/batches/write-off-grouped,App\Modules\BatchExpiry\Presentation\Controllers\GroupedWriteOffController,writeOffGrouped,batches.write-off,BatchExpiry,formrequest[GroupedWriteOffRequest]:CHECK:batches.write-off,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/batches,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,index,,BatchExpiry,,AUTH_ONLY,
POST,/api/v1/batches,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,store,,BatchExpiry,formrequest[CreateBatchRequest]:CHECK:batches.create,FORMREQUEST,
GET|HEAD,/api/v1/batches/{uuid},App\Modules\BatchExpiry\Presentation\Controllers\BatchController,show,,BatchExpiry,,AUTH_ONLY,
PATCH,/api/v1/batches/{uuid},App\Modules\BatchExpiry\Presentation\Controllers\BatchController,update,,BatchExpiry,formrequest[UpdateBatchRequest]:CHECK:batches.update,FORMREQUEST,
DELETE,/api/v1/batches/{uuid},App\Modules\BatchExpiry\Presentation\Controllers\BatchController,destroy,,BatchExpiry,,AUTH_ONLY,
POST,/api/v1/batches/{uuid}/recall,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,recall,,BatchExpiry,,AUTH_ONLY,
POST,/api/v1/batches/{uuid}/transfer,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,transfer,,BatchExpiry,formrequest[TransferBatchStockRequest]:CHECK:batches.update,FORMREQUEST,
POST,/api/v1/batches/{uuid}/write-off,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,writeOff,,BatchExpiry,formrequest[WriteOffBatchRequest]:CHECK:batches.write-off,FORMREQUEST,
POST,/api/v1/stock-movements/{movementId}/reverse-write-off,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,reverseWriteOff,batches.write-off,BatchExpiry,formrequest[ReverseWriteOffRequest]:CHECK:batches.write-off,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/batches/{uuid}/traceability,App\Modules\BatchExpiry\Presentation\Controllers\BatchTraceabilityController,forwardTrace,,BatchExpiry,,AUTH_ONLY,
GET|HEAD,/api/v1/partners/{partnerId}/batch-history,App\Modules\BatchExpiry\Presentation\Controllers\BatchTraceabilityController,backwardTrace,,BatchExpiry,,AUTH_ONLY,
GET|HEAD,/api/v1/batches/{uuid}/stock,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,stock,,BatchExpiry,,AUTH_ONLY,
GET|HEAD,/api/v1/products/{productId}/batch-stock,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,productBatchStock,,BatchExpiry,,AUTH_ONLY,
GET|HEAD,/api/v1/pos/products/{productId}/batches,App\Modules\BatchExpiry\Presentation\Controllers\BatchController,posAvailableBatches,,BatchExpiry,,AUTH_ONLY,
